Record Length,2500,Points,-880.000006873E-6,0.0,,Record Length,2500,Points,-880.000006873E-6,0.0,
Sample Interval,1.000000E-6,s,-878.999999259E-6,0.0,,Sample Interval,1.000000E-6,s,-878.999999259E-6,0.0,
Trigger Point,880.000009095,Samples,-877.999991644E-6,0.0,,Trigger Point,880.000009095,Samples,-877.999991644E-6,-200.00000298E-3,
,,,-876.999984030E-6,0.0,,,,,-876.999984030E-6,0.0,
,,,-876.000034623E-6,0.0,,,,,-876.000034623E-6,-200.00000298E-3,
,,,-875.000027008E-6,0.0,,,,,-875.000027008E-6,-200.00000298E-3,
Source,CH1,,-874.000019394E-6,-800.000011921E-3,,Source,CH2,,-874.000019394E-6,0.0,
Vertical Units,Volts,,-873.000011779E-6,-800.000011921E-3,,Vertical Units,Volts,,-873.000011779E-6,0.0,
Vertical Scale,20.0000003,,-872.000004165E-6,0.0,,Vertical Scale,5.00000007,,-872.000004165E-6,-200.00000298E-3,
Vertical Offset,0,,-870.999996550E-6,0.0,,Vertical Offset,0,,-870.999996550E-6,0.0,
Horizontal Units,s,,-869.999988936E-6,0.0,,Horizontal Units,s,,-869.999988936E-6,0.0,
Horizontal Scale,249.99999937E-6,,-868.999981321E-6,0.0,,Horizontal Scale,249.99999937E-6,,-868.999981321E-6,0.0,
Pt Fmt,Y,,-868.000031915E-6,0.0,,Pt Fmt,Y,,-868.000031915E-6,0.0,
Yzero,1.000000,,-867.000024300E-6,0.0,,Yzero,-960.000000000E-3,,-867.000024300E-6,0.0,
Probe Atten,10.0000000,,-866.000016686E-6,0.0,,Probe Atten,1.000000,,-866.000016686E-6,-200.00000298E-3,
,,,-865.000009071E-6,-800.000011921E-3,,,,,-865.000009071E-6,-200.00000298E-3,
Note,TDS 1002B - 10:10:08 AM   2/21/2024,,-864.000001457E-6,0.0,,Note,TDS 1002B - 10:10:08 AM   2/21/2024,,-864.000001457E-6,-200.00000298E-3,
,,,-862.999993842E-6,0.0,,,,,-862.999993842E-6,0.0,
,,,-861.999986228E-6,0.0,,,,,-861.999986228E-6,-200.00000298E-3,
,,,-860.999978613E-6,0.0,,,,,-860.999978613E-6,0.0,
,,,-860.000029206E-6,-800.000011921E-3,,,,,-860.000029206E-6,0.0,
,,,-859.000021592E-6,0.0,,,,,-859.000021592E-6,0.0,
,,,-858.000013977E-6,0.0,,,,,-858.000013977E-6,0.0,
,,,-857.000006363E-6,0.0,,,,,-857.000006363E-6,0.0,
,,,-855.999998748E-6,0.0,,,,,-855.999998748E-6,0.0,
,,,-854.999991134E-6,0.0,,,,,-854.999991134E-6,-200.00000298E-3,
,,,-853.999983519E-6,0.0,,,,,-853.999983519E-6,-200.00000298E-3,
,,,-853.000034112E-6,0.0,,,,,-853.000034112E-6,-200.00000298E-3,
,,,-852.000026498E-6,0.0,,,,,-852.000026498E-6,0.0,
,,,-851.000018883E-6,-800.000011921E-3,,,,,-851.000018883E-6,0.0,
,,,-850.000011269E-6,0.0,,,,,-850.000011269E-6,-200.00000298E-3,
,,,-849.000003655E-6,0.0,,,,,-849.000003655E-6,0.0,
,,,-847.999996040E-6,0.0,,,,,-847.999996040E-6,0.0,
,,,-846.999988426E-6,-800.000011921E-3,,,,,-846.999988426E-6,0.0,
,,,-845.999980811E-6,0.0,,,,,-845.999980811E-6,-200.00000298E-3,
,,,-845.000031404E-6,0.0,,,,,-845.000031404E-6,-200.00000298E-3,
,,,-844.000023790E-6,0.0,,,,,-844.000023790E-6,0.0,
,,,-843.000016175E-6,0.0,,,,,-843.000016175E-6,-200.00000298E-3,
,,,-842.000008561E-6,0.0,,,,,-842.000008561E-6,-200.00000298E-3,
,,,-841.000000946E-6,-800.000011921E-3,,,,,-841.000000946E-6,-200.00000298E-3,
,,,-839.999993332E-6,0.0,,,,,-839.999993332E-6,-200.00000298E-3,
,,,-838.999985717E-6,0.0,,,,,-838.999985717E-6,0.0,
,,,-837.999978103E-6,0.0,,,,,-837.999978103E-6,-200.00000298E-3,
,,,-837.000028696E-6,0.0,,,,,-837.000028696E-6,0.0,
,,,-836.000021081E-6,0.0,,,,,-836.000021081E-6,-200.00000298E-3,
,,,-835.000013467E-6,0.0,,,,,-835.000013467E-6,-200.00000298E-3,
,,,-834.000005852E-6,0.0,,,,,-834.000005852E-6,-200.00000298E-3,
,,,-832.999998238E-6,0.0,,,,,-832.999998238E-6,0.0,
,,,-831.999990623E-6,0.0,,,,,-831.999990623E-6,-200.00000298E-3,
,,,-830.999983009E-6,0.0,,,,,-830.999983009E-6,-200.00000298E-3,
,,,-830.000033602E-6,0.0,,,,,-830.000033602E-6,0.0,
,,,-829.000025988E-6,0.0,,,,,-829.000025988E-6,-200.00000298E-3,
,,,-828.000018373E-6,-800.000011921E-3,,,,,-828.000018373E-6,0.0,
,,,-827.000010759E-6,0.0,,,,,-827.000010759E-6,0.0,
,,,-826.000003144E-6,0.0,,,,,-826.000003144E-6,0.0,
,,,-824.999995530E-6,-800.000011921E-3,,,,,-824.999995530E-6,0.0,
,,,-823.999987915E-6,0.0,,,,,-823.999987915E-6,0.0,
,,,-822.999980301E-6,-800.000011921E-3,,,,,-822.999980301E-6,0.0,
,,,-822.000030894E-6,0.0,,,,,-822.000030894E-6,0.0,
,,,-821.000023279E-6,0.0,,,,,-821.000023279E-6,0.0,
,,,-820.000015665E-6,0.0,,,,,-820.000015665E-6,0.0,
,,,-819.000008050E-6,0.0,,,,,-819.000008050E-6,-200.00000298E-3,
,,,-818.000000436E-6,0.0,,,,,-818.000000436E-6,0.0,
,,,-816.999992821E-6,0.0,,,,,-816.999992821E-6,0.0,
,,,-815.999985207E-6,-800.000011921E-3,,,,,-815.999985207E-6,-200.00000298E-3,
,,,-815.000035800E-6,0.0,,,,,-815.000035800E-6,-200.00000298E-3,
,,,-814.000028186E-6,-800.000011921E-3,,,,,-814.000028186E-6,0.0,
,,,-813.000020571E-6,0.0,,,,,-813.000020571E-6,0.0,
,,,-812.000012957E-6,0.0,,,,,-812.000012957E-6,-200.00000298E-3,
,,,-811.000005342E-6,0.0,,,,,-811.000005342E-6,-200.00000298E-3,
,,,-809.999997728E-6,0.0,,,,,-809.999997728E-6,-200.00000298E-3,
,,,-808.999990113E-6,0.0,,,,,-808.999990113E-6,-200.00000298E-3,
,,,-807.999982499E-6,0.0,,,,,-807.999982499E-6,-200.00000298E-3,
,,,-807.000033092E-6,0.0,,,,,-807.000033092E-6,0.0,
,,,-806.000025477E-6,0.0,,,,,-806.000025477E-6,-200.00000298E-3,
,,,-805.000017863E-6,0.0,,,,,-805.000017863E-6,-200.00000298E-3,
,,,-804.000010248E-6,0.0,,,,,-804.000010248E-6,-200.00000298E-3,
,,,-803.000002634E-6,0.0,,,,,-803.000002634E-6,-200.00000298E-3,
,,,-801.999995019E-6,0.0,,,,,-801.999995019E-6,-200.00000298E-3,
,,,-800.999987405E-6,0.0,,,,,-800.999987405E-6,0.0,
,,,-799.999979790E-6,-800.000011921E-3,,,,,-799.999979790E-6,-200.00000298E-3,
,,,-799.000030383E-6,0.0,,,,,-799.000030383E-6,0.0,
,,,-798.000022769E-6,0.0,,,,,-798.000022769E-6,-200.00000298E-3,
,,,-797.000015154E-6,0.0,,,,,-797.000015154E-6,0.0,
,,,-796.000007540E-6,0.0,,,,,-796.000007540E-6,0.0,
,,,-794.999999925E-6,0.0,,,,,-794.999999925E-6,0.0,
,,,-793.999992311E-6,0.0,,,,,-793.999992311E-6,0.0,
,,,-792.999984697E-6,0.0,,,,,-792.999984697E-6,0.0,
,,,-792.000035290E-6,0.0,,,,,-792.000035290E-6,0.0,
,,,-791.000027675E-6,0.0,,,,,-791.000027675E-6,0.0,
,,,-790.000020061E-6,0.0,,,,,-790.000020061E-6,0.0,
,,,-789.000012446E-6,0.0,,,,,-789.000012446E-6,-200.00000298E-3,
,,,-788.000004832E-6,-800.000011921E-3,,,,,-788.000004832E-6,0.0,
,,,-786.999997217E-6,-800.000011921E-3,,,,,-786.999997217E-6,0.0,
,,,-785.999989603E-6,0.0,,,,,-785.999989603E-6,0.0,
,,,-784.999981988E-6,0.0,,,,,-784.999981988E-6,0.0,
,,,-784.000032581E-6,0.0,,,,,-784.000032581E-6,-200.00000298E-3,
,,,-783.000024967E-6,0.0,,,,,-783.000024967E-6,-200.00000298E-3,
,,,-782.000017352E-6,0.0,,,,,-782.000017352E-6,-200.00000298E-3,
,,,-781.000009738E-6,0.0,,,,,-781.000009738E-6,-200.00000298E-3,
,,,-780.000002123E-6,0.0,,,,,-780.000002123E-6,-200.00000298E-3,
,,,-778.999994509E-6,0.0,,,,,-778.999994509E-6,-200.00000298E-3,
,,,-777.999986894E-6,0.0,,,,,-777.999986894E-6,0.0,
,,,-776.999979280E-6,0.0,,,,,-776.999979280E-6,0.0,
,,,-776.000029873E-6,0.0,,,,,-776.000029873E-6,0.0,
,,,-775.000022259E-6,0.0,,,,,-775.000022259E-6,-200.00000298E-3,
,,,-774.000014644E-6,0.0,,,,,-774.000014644E-6,0.0,
,,,-773.000007030E-6,-800.000011921E-3,,,,,-773.000007030E-6,0.0,
,,,-771.999999415E-6,0.0,,,,,-771.999999415E-6,-200.00000298E-3,
,,,-770.999991801E-6,0.0,,,,,-770.999991801E-6,-200.00000298E-3,
,,,-769.999984186E-6,0.0,,,,,-769.999984186E-6,-200.00000298E-3,
,,,-769.000034779E-6,-800.000011921E-3,,,,,-769.000034779E-6,0.0,
,,,-768.000027165E-6,0.0,,,,,-768.000027165E-6,-200.00000298E-3,
,,,-767.000019550E-6,0.0,,,,,-767.000019550E-6,0.0,
,,,-766.000011936E-6,0.0,,,,,-766.000011936E-6,0.0,
,,,-765.000004321E-6,0.0,,,,,-765.000004321E-6,-200.00000298E-3,
,,,-763.999996707E-6,0.0,,,,,-763.999996707E-6,-200.00000298E-3,
,,,-762.999989092E-6,0.0,,,,,-762.999989092E-6,0.0,
,,,-761.999981478E-6,0.0,,,,,-761.999981478E-6,0.0,
,,,-761.000032071E-6,-800.000011921E-3,,,,,-761.000032071E-6,0.0,
,,,-760.000024457E-6,0.0,,,,,-760.000024457E-6,-200.00000298E-3,
,,,-759.000016842E-6,0.0,,,,,-759.000016842E-6,0.0,
,,,-758.000009228E-6,0.0,,,,,-758.000009228E-6,0.0,
,,,-757.000001613E-6,-800.000011921E-3,,,,,-757.000001613E-6,0.0,
,,,-755.999993999E-6,0.0,,,,,-755.999993999E-6,-200.00000298E-3,
,,,-754.999986384E-6,0.0,,,,,-754.999986384E-6,0.0,
,,,-753.999978770E-6,0.0,,,,,-753.999978770E-6,0.0,
,,,-753.000029363E-6,0.0,,,,,-753.000029363E-6,0.0,
,,,-752.000021748E-6,0.0,,,,,-752.000021748E-6,0.0,
,,,-751.000014134E-6,0.0,,,,,-751.000014134E-6,0.0,
,,,-750.000006519E-6,-800.000011921E-3,,,,,-750.000006519E-6,-200.00000298E-3,
,,,-748.999998905E-6,-800.000011921E-3,,,,,-748.999998905E-6,0.0,
,,,-747.999991290E-6,0.0,,,,,-747.999991290E-6,0.0,
,,,-746.999983676E-6,0.0,,,,,-746.999983676E-6,-200.00000298E-3,
,,,-746.000034269E-6,0.0,,,,,-746.000034269E-6,-200.00000298E-3,
,,,-745.000026654E-6,0.0,,,,,-745.000026654E-6,-200.00000298E-3,
,,,-744.000019040E-6,0.0,,,,,-744.000019040E-6,0.0,
,,,-743.000011425E-6,0.0,,,,,-743.000011425E-6,-200.00000298E-3,
